id,line,section,subsection,todo_checked,priority,task,repo_status,owner,evidence_paths,audit_note,pr_bucket,rank_score
TODO-249,446,"12. Backup, Restore, and Disaster Recovery",,,high,Create `docs/disaster_recovery.md`.,Partial,devops,scripts/backup_postgres.sh; scripts/db_backup.sh; scripts/db_restore.sh,Repo contains related evidence; completion needs targeted validation/tests.,PR-008 DevOps/observability/DR,120
TODO-250,447,"12. Backup, Restore, and Disaster Recovery",,,high,"Define provider outage plans for cloud, LLM, payment, email, object storage, and analytics.",Partial,ai/curriculum/backend,scripts/backup_postgres.sh; scripts/db_backup.sh; scripts/db_restore.sh,Repo contains related evidence; completion needs targeted validation/tests.,PR-008 DevOps/observability/DR,120
TODO-251,448,"12. Backup, Restore, and Disaster Recovery",,,medium,Automate monthly restore drills.,Partial,devops,scripts/backup_postgres.sh; scripts/db_backup.sh; scripts/db_restore.sh,Repo contains related evidence; completion needs targeted validation/tests.,PR-008 DevOps/observability/DR,90
TODO-252,456,13. Testing and QA,13.1 Backend,,critical,Maintain backend coverage threshold of at least 80%.,Missing,ai/curriculum/backend,CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; Makefile; pytest.ini; README.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-008 DevOps/observability/DR,125
TODO-253,457,13. Testing and QA,13.1 Backend,,critical,"Add route, service, and repository tests for every production path.",Partial,backend/data,tests/unit/test_audit_repository.py; tests/unit/test_v2_services_full.py,Repo contains related evidence; completion needs targeted validation/tests.,PR-008 DevOps/observability/DR,140
TODO-254,458,13. Testing and QA,13.1 Backend,,critical,"Add integration tests for auth, consent, learner lifecycle, diagnostics, lessons, study plans, parent reports, billing, export, and erasure.",Missing,security/backend,.env.example; CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; playwright.config.ts; pytest.ini,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-004 POPIA consent/data-rights/audit,155
TODO-255,459,13. Testing and QA,13.1 Backend,,high,Add property-based tests for diagnostic engine.,Missing,backend/product,alembic.ini; CHANGELOG.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; mkdocs.yml; playwright.config.ts; README.md; alembic/env.py,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-008 DevOps/observability/DR,95
TODO-256,460,13. Testing and QA,13.1 Backend,,high,Add fuzz tests for public API inputs.,Missing,backend/product,.env.example; CHANGELOG.md; CODE_OF_CONDUCT.md; docker-compose.yml; README.md; RoadMap.md; SECURITY.md; bicep/azure_dev_box.bicep,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-008 DevOps/observability/DR,95
TODO-257,461,13. Testing and QA,13.1 Backend,,medium,Add contract tests for external integrations.,Missing,backend/product,EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; README.md; RoadMap.md; bicep/container_apps.bicep; bicep/main.bicep; docs/data_inventory.md; docs/ether_archetype_map.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-008 DevOps/observability/DR,65
TODO-258,465,13. Testing and QA,13.2 Frontend,,critical,Maintain frontend coverage threshold of at least 80%.,Missing,frontend,.env.example; CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; docker-compose.yml; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; Makefile,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-008 DevOps/observability/DR,125
TODO-259,466,13. Testing and QA,13.2 Frontend,,critical,"Add component tests for login, signup, consent, diagnostic question, lesson card, progress chart, and parent report summary.",Missing,frontend,.env.example; CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; playwright.config.ts; pytest.ini,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-004 POPIA consent/data-rights/audit,145
TODO-260,467,13. Testing and QA,13.2 Frontend,,high,Add route-level tests for protected pages.,Missing,frontend,EduBoost_Technical_Status_Report.md; RoadMap.md; scripts/scrape_caps.py; scripts/scrape_teaching_materials.py; scripts/audit_todo_backlog.py; tests/smoke/test_v2_smoke.py; tests/legacy/integration/test_phase1_contracts_extended.py; docs/release/frontend_backend_validation.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-008 DevOps/observability/DR,95
TODO-261,468,13. Testing and QA,13.2 Frontend,,high,Add API error-handling tests.,Missing,frontend,docs/backlog/backlog_audit.md; audits/reviews/EduBoost_SA_Issues_and_Solutions.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-008 DevOps/observability/DR,95
TODO-262,469,13. Testing and QA,13.2 Frontend,,medium,Add visual regression and accessibility tests.,Missing,frontend,EduBoost_Technical_Status_Report.md; RoadMap.md; docs/API_REFERENCE.md; docs/ether_archetype_map.md; docs/POPIA_COMPLIANCE.md; scripts/build_focused_caps_dataset.py; scripts/build_guardrails_dataset.py; scripts/audit_todo_backlog.py,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-008 DevOps/observability/DR,65
TODO-263,473,13. Testing and QA,13.3 E2E and performance,,critical,Add Playwright flow: guardian signup → learner profile → consent → diagnostic → first lesson → parent report → logout.,Missing,compliance/backend,.env.example; CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; playwright.config.ts; prometheus.yml,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-004 POPIA consent/data-rights/audit,145
TODO-264,474,13. Testing and QA,13.3 E2E and performance,,critical,"Add negative E2E tests: no consent, unauthorized learner access, expired session, failed payment, and unavailable LLM provider.",Missing,security/backend,.env.example; CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; playwright.config.ts; README.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-004 POPIA consent/data-rights/audit,145
TODO-265,475,13. Testing and QA,13.3 E2E and performance,,high,Add production-like compose E2E test.,Missing,backend/product,.env.example; CHANGELOG.md; CONTRIBUTING.md; docker-compose.prod.yml; docker-compose.yml; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; Makefile,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-008 DevOps/observability/DR,105
TODO-266,476,13. Testing and QA,13.3 E2E and performance,,high,"Define performance targets for API p95 latency, dashboard load, diagnostic submit, lesson queue time, and report generation.",Missing,frontend,.env.example; CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; docker-compose.prod.yml; docker-compose.yml; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-008 DevOps/observability/DR,95
TODO-267,477,13. Testing and QA,13.3 E2E and performance,,medium,Add k6 or Locust load tests.,Missing,backend/product,.env.example; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; prometheus.yml; RoadMap.md; app/api_v2.py; bicep/azure_dev_box.bicep,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-008 DevOps/observability/DR,65
TODO-268,485,14. Security Hardening,14.1 Application security,,critical,"Configure security headers: CSP, HSTS, X-Content-Type-Options, Referrer-Policy, Permissions-Policy, and frame protections.",Missing,security/backend,CHANGELOG.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; playwright.config.ts; README.md; RoadMap.md; SECURITY.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-008 DevOps/observability/DR,145
TODO-269,486,14. Security Hardening,14.1 Application security,,critical,Validate production CORS; no wildcard origins with credentials.,Missing,security/backend,.env.example; CHANGELOG.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; RoadMap.md; SECURITY.md; wsl_copilot.sh; alembic/env.py,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-008 DevOps/observability/DR,155
TODO-270,487,14. Security Hardening,14.1 Application security,,critical,Add CSRF strategy if cookie-based auth is used.,Missing,security/backend,.env.example; CHANGELOG.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; playwright.config.ts; README.md; RoadMap.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-008 DevOps/observability/DR,145
TODO-271,488,14. Security Hardening,14.1 Application security,,critical,Sanitize user-generated content.,Missing,security/backend,EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; RoadMap.md; app/api_v2.py; bicep/container_apps.parameters.json; docker/inference_server.py; docs/API_REFERENCE.md; docs/data_inventory.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-008 DevOps/observability/DR,145
TODO-272,489,14. Security Hardening,14.1 Application security,,critical,Validate file upload handling if uploads exist.,Missing,security/backend,.env.example; .pre-commit-config.yaml; CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; docker-compose.prod.yml; docker-compose.yml; EduBoost_Technical_Status_Report.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-008 DevOps/observability/DR,145
TODO-273,490,14. Security Hardening,14.1 Application security,,high,"Add request size limits, per-user/per-IP rate limits, and brute-force detection.",Missing,security/backend,.env.example; CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; Makefile; README.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-008 DevOps/observability/DR,115
TODO-274,491,14. Security Hardening,14.1 Application security,,high,Add SSRF protections for any URL-fetching capability.,Missing,security/backend,docs/AI_AGENT_SKILLS_MANIFEST.md; docs/launch_scope.md; scripts/audit_todo_backlog.py; docs/DOC/Tier 4 - Testing & Quality Assurance/DOC-20_Test-Summary-Report_(TSR).md; docs/DOC/Tier 6 - Security & Compliance/DOC-29_Security-Plan_(SecPlan).md; audits/reports/System_Status_Report.md; audits/reviews/EduBoost_SA_Repository_Assessment.md; audits/roadmaps/Production_Grade_Roadmap.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-008 DevOps/observability/DR,115
TODO-275,495,14. Security Hardening,14.2 Supply chain and secrets,,critical,"Keep pip-audit, npm audit, Trivy, Bandit, and gitleaks green.",Missing,security/backend,.env.example; CHANGELOG.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; README.md; RoadMap.md; SECURITY.md; wsl_copilot.sh,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-008 DevOps/observability/DR,145
TODO-276,496,14. Security Hardening,14.2 Supply chain and secrets,,critical,Confirm no real secrets exist in git history; rotate anything exposed during development.,Missing,security/backend,.env.example; .pre-commit-config.yaml; CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; docker-compose.yml; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-008 DevOps/observability/DR,145
TODO-277,497,14. Security Hardening,14.2 Supply chain and secrets,,high,Pin Docker base images by digest.,Missing,security/backend,.env.example; .pre-commit-config.yaml; CHANGELOG.md; CONTRIBUTING.md; docker-compose.prod.yml; docker-compose.yml; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-008 DevOps/observability/DR,115
TODO-278,498,14. Security Hardening,14.2 Supply chain and secrets,,high,Generate SBOM for backend and frontend images.,Missing,frontend,.env.example; CHANGELOG.md; CONTRIBUTING.md; docker-compose.yml; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; Makefile; README.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-008 DevOps/observability/DR,115
TODO-279,499,14. Security Hardening,14.2 Supply chain and secrets,,high,Add license policy.,Missing,security/backend,docs/api/_build/html/_static/jquery.js; docs/api/_build/html/_static/css/theme.css; docs/api/build/html/_static/jquery.js; docs/api/build/html/_static/css/theme.css; audits/reviews/EduBoost_SA_Repository_Assessment.md; audits/roadmaps/V2_Active_RoadMap.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-008 DevOps/observability/DR,115
TODO-280,500,14. Security Hardening,14.2 Supply chain and secrets,,medium,Sign container images with cosign.,Missing,security/backend,.env.example; CHANGELOG.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; README.md; RoadMap.md; wsl_copilot.sh; bicep/container_apps.bicep,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-008 DevOps/observability/DR,85
TODO-281,504,14. Security Hardening,14.3 Security testing,,high,Run OWASP ZAP baseline scan against staging.,Missing,security/backend,.pre-commit-config.yaml; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; README.md; RoadMap.md; SECURITY.md; app/api_v2.py; docs/architecture.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-008 DevOps/observability/DR,125
TODO-282,505,14. Security Hardening,14.3 Security testing,,high,Add threat model workshop.,Missing,security/backend,.env.example; CHANGELOG.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; mkdocs.yml; README.md; RoadMap.md; alembic/env.py,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-008 DevOps/observability/DR,115
TODO-283,506,14. Security Hardening,14.3 Security testing,,medium,Commission external penetration test before broad public launch.,Missing,security/backend,.env.example; CHANGELOG.md; CODE_OF_CONDUCT.md; docker-compose.yml; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; RoadMap.md; SECURITY.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-008 DevOps/observability/DR,85
TODO-284,507,14. Security Hardening,14.3 Security testing,,medium,Create clear vulnerability disclosure policy.,Missing,security/backend,CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; RoadMap.md; SECURITY.md; docker/inference_server.py; docs/architecture.md; docs/ether_archetype_map.md; docs/openapi.json,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-008 DevOps/observability/DR,85
TODO-285,515,15. Product Strategy and Mission Differentiation,15.1 Mission clarity,,high,"Adopt a crisp mission statement: “EduBoost helps South African primary learners master CAPS topics through consent-safe adaptive diagnostics, AI-generated remediation, and parent-visible progress.”",Missing,compliance/backend,.env.example; alembic.ini; CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; docker-compose.yml; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-004 POPIA consent/data-rights/audit,115
TODO-286,516,15. Product Strategy and Mission Differentiation,15.1 Mission clarity,,high,"Add public value proposition: CAPS-aligned, parent-aware, low-bandwidth friendly, privacy-first, adaptive, South African context.",Partial,compliance/backend,app/frontend/src/lib/api/offlineSync.ts; app/frontend/src/components/ServiceWorkerRegistration.tsx,Repo contains related evidence; completion needs targeted validation/tests.,PR-006 AI/CAPS/diagnostics safety,100
TODO-287,517,15. Product Strategy and Mission Differentiation,15.1 Mission clarity,,high,Add “Why EduBoost is different” to README and landing page.,Missing,backend/product,.env.example; alembic.ini; CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; docker-compose.yml; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,95
TODO-288,518,15. Product Strategy and Mission Differentiation,15.1 Mission clarity,,medium,"Define mission KPIs: mastery lift, diagnostic-to-remediation completion, parent engagement, weekly active learners, topic mastery lift, accessibility reach, low-bandwidth success rate.",Partial,frontend,app/frontend/src/lib/api/offlineSync.ts; app/frontend/src/components/ServiceWorkerRegistration.tsx,Repo contains related evidence; completion needs targeted validation/tests.,PR-009 Product/ops/future differentiation,70
TODO-289,522,15. Product Strategy and Mission Differentiation,15.2 South African differentiation,,high,"Use South African examples in lessons: local currency, geography, school calendar, everyday contexts, and culturally familiar scenarios.",Missing,backend/product,CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; README.md; RoadMap.md; app/api_v2.py,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,95
TODO-290,523,15. Product Strategy and Mission Differentiation,15.2 South African differentiation,,high,"Add multilingual roadmap: English, isiZulu, isiXhosa, Afrikaans, Sepedi, Setswana, Sesotho, Tshivenda, Xitsonga, siSwati, isiNdebele.",Missing,backend/product,CHANGELOG.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; RoadMap.md; docs/API_REFERENCE.md; docs/launch_scope.md; docs/project_status.md; docs/v2_handoff.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,95
TODO-291,524,15. Product Strategy and Mission Differentiation,15.2 South African differentiation,,medium,Add home-language preference and vocabulary bridge mode.,Missing,backend/product,.env.example; CHANGELOG.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; mkdocs.yml; pytest.ini; README.md; RoadMap.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,65
TODO-292,525,15. Product Strategy and Mission Differentiation,15.2 South African differentiation,,medium,Add low-bandwidth and mobile-first commitments to marketing and product UX.,Partial,frontend,app/frontend/src/lib/api/offlineSync.ts; app/frontend/src/components/ServiceWorkerRegistration.tsx,Repo contains related evidence; completion needs targeted validation/tests.,PR-009 Product/ops/future differentiation,70
TODO-293,526,15. Product Strategy and Mission Differentiation,15.2 South African differentiation,,research,"Explore partnerships with schools, NGOs, after-school programs, and community learning centers.",Human-decision,product/ops,CODE_OF_CONDUCT.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; mkdocs.yml; README.md; RoadMap.md; app/api_v2.py,Requires product/legal/business/education decision or empirical validation before implementation.,PR-009 Product/ops/future differentiation,-5
TODO-294,530,15. Product Strategy and Mission Differentiation,15.3 Trust and transparency,,high,Add “How EduBoost uses AI” page.,Missing,ai/curriculum/backend,.env.example; alembic.ini; CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; docker-compose.yml; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,95
TODO-295,531,15. Product Strategy and Mission Differentiation,15.3 Trust and transparency,,high,Add “How EduBoost protects learner data” page.,Missing,backend/product,.env.example; alembic.ini; CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; docker-compose.yml; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,115
TODO-296,532,15. Product Strategy and Mission Differentiation,15.3 Trust and transparency,,high,Add “What parents can see” page.,Missing,backend/product,EduBoost_Technical_Status_Report.md; RoadMap.md; app/api_v2.py; docs/api_v2.md; docs/openapi.json; docs/project_status.md; docs/v2_handoff.md; docs/v2_migration.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,95
TODO-297,533,15. Product Strategy and Mission Differentiation,15.3 Trust and transparency,,medium,"Add visible lesson trust labels: AI-generated, answer-checked, CAPS-linked, teacher-reviewed.",Missing,ai/curriculum/backend,.env.example; CHANGELOG.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; playwright.config.ts; RoadMap.md; app/api_v2.py; docker/inference_server.py,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-006 AI/CAPS/diagnostics safety,65
TODO-298,534,15. Product Strategy and Mission Differentiation,15.3 Trust and transparency,,medium,Add “report a content problem” on every generated lesson.,Missing,backend/product,CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; playwright.config.ts; pytest.ini; README.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,65
TODO-299,542,"16. Growth, Onboarding, and Retention",16.1 Onboarding,,critical,Reduce first-run path to: guardian account → learner profile → consent → grade/subject → short diagnostic → first lesson.,Missing,compliance/backend,.env.example; CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; Makefile; playwright.config.ts,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-004 POPIA consent/data-rights/audit,145
TODO-300,543,"16. Growth, Onboarding, and Retention",16.1 Onboarding,,high,Add progress indicator and consent explanation during onboarding.,Missing,compliance/backend,.env.example; CHANGELOG.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; playwright.config.ts; README.md; RoadMap.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-004 POPIA consent/data-rights/audit,115
TODO-301,544,"16. Growth, Onboarding, and Retention",16.1 Onboarding,,high,Add onboarding analytics funnel.,Missing,compliance/backend,CHANGELOG.md; EduBoost_Technical_Status_Report.md; app/api_v2.py; bicep/container_apps.bicep; docs/data_inventory.md; docs/environment_variables.md; docs/openapi.json; scripts/sync_git_to_redmine.py,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,95
TODO-302,545,"16. Growth, Onboarding, and Retention",16.1 Onboarding,,medium,Add demo mode with synthetic learner data.,Missing,compliance/backend,.env.example; CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; mkdocs.yml; playwright.config.ts,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,85
TODO-303,546,"16. Growth, Onboarding, and Retention",16.1 Onboarding,,medium,Add school invite flow if school deployments are planned.,Missing,compliance/backend,CHANGELOG.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; playwright.config.ts; prometheus.yml; README.md; RoadMap.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,65
TODO-304,550,"16. Growth, Onboarding, and Retention",16.2 Retention,,high,Add weekly learner goals and parent weekly summaries.,Missing,compliance/backend,.env.example; CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; playwright.config.ts; RoadMap.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,95
TODO-305,551,"16. Growth, Onboarding, and Retention",16.2 Retention,,high,Add streaks carefully without encouraging unhealthy usage patterns.,Missing,compliance/backend,CODE_OF_CONDUCT.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; README.md; RoadMap.md; docs/AI_AGENT_SKILLS_MANIFEST.md; docs/db_rollback.md; docs/ether_archetype_map.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,95
TODO-306,552,"16. Growth, Onboarding, and Retention",16.2 Retention,,medium,"Add spaced review reminders, “continue where you left off,” mastery celebrations, and learner-visible topic map.",Missing,compliance/backend,EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; RoadMap.md; SECURITY.md; docker/inference_server.py; docs/API_REFERENCE.md; docs/api_v2.md; docs/data_inventory.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,65
TODO-307,553,"16. Growth, Onboarding, and Retention",16.2 Retention,,medium,"Add reflection prompts: “What confused you?”, “What helped?”, and “How confident are you?”",Missing,compliance/backend,CODE_OF_CONDUCT.md; CONTRIBUTING.md; docs/AI_AGENT_SKILLS_MANIFEST.md; docs/ether_archetype_map.md; scripts/popia_sweep.py; tests/unit/test_v2_services_full.py; tests/legacy/integration/test_lesson_api.py; tests/legacy/popia/test_popia_compliance.py,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,65
TODO-308,557,"16. Growth, Onboarding, and Retention",16.3 Growth loops,,medium,Add shareable parent progress report that excludes sensitive details by default.,Missing,compliance/backend,.env.example; CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; playwright.config.ts; pytest.ini; README.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,65
TODO-309,558,"16. Growth, Onboarding, and Retention",16.3 Growth loops,,medium,Add referral flow for parents.,Missing,compliance/backend,CHANGELOG.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; playwright.config.ts; prometheus.yml; README.md; RoadMap.md; SECURITY.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,65
TODO-310,559,"16. Growth, Onboarding, and Retention",16.3 Growth loops,,medium,Add classroom invitation flow.,Missing,compliance/backend,CHANGELOG.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; playwright.config.ts; prometheus.yml; README.md; RoadMap.md; SECURITY.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,65
TODO-311,560,"16. Growth, Onboarding, and Retention",16.3 Growth loops,,research,Explore sponsored learner and low-data partnership models.,Human-decision,compliance/backend,.env.example; CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; mkdocs.yml; playwright.config.ts,Requires product/legal/business/education decision or empirical validation before implementation.,PR-009 Product/ops/future differentiation,-5
TODO-312,568,"17. Admin, Support, and Internal Operations",17.1 Admin console,,high,Build admin console with strict RBAC.,Missing,security/backend,.env.example; alembic.ini; CONTRIBUTING.md; docker-compose.prod.yml; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; pytest.ini; SECURITY.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-003 Auth/session/RBAC hardening,95
TODO-313,569,"17. Admin, Support, and Internal Operations",17.1 Admin console,,high,"Include user search, learner search, consent status, subscription status, diagnostic attempts, lesson jobs, audit lookup, and export/erasure queue.",Missing,compliance/backend,.env.example; alembic.ini; CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; docker-compose.prod.yml; docker-compose.yml; EduBoost_Technical_Status_Report.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-004 POPIA consent/data-rights/audit,115
TODO-314,570,"17. Admin, Support, and Internal Operations",17.1 Admin console,,critical,Audit every admin read/write action.,Missing,product/ops,.env.example; CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; docker-compose.prod.yml; docker-compose.yml; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,145
TODO-315,571,"17. Admin, Support, and Internal Operations",17.1 Admin console,,critical,Hide unnecessary PII from support roles.,Missing,product/ops,CHANGELOG.md; CONTRIBUTING.md; pytest.ini; SECURITY.md; bicep/main.bicep; docker/requirements.inference.txt; docs/API_REFERENCE.md; docs/api_v2.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,125
